                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                    2100                                     1619                  4.0000000000000000E+001                  2.0000000000000000E-002                  4.9266587554268632E+006                  1.3728681146199556E+003                  3.7065543433278826E+003                  6.1978077609690581E+005                  1.9091122654552337E+003                 -4.5917832544848309E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.3269727449405311E-001                  5.1783449513262658E-001                  6.7330316206269215E-008                  2.2521167207352308E-001                  2.0175671031923068E-002                  4.0000000000000000E+001                  0.0000000000000000E+000                  1.1835428759524149E+001                  1.9432453180993626E-004                  1.7823315041312181E+001                  6.6425093508579574E+000                  2.2484255529452346E-001                  2.9960614459248758E+000                  3.1451368266104401E-001                  1.6682279017006330E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.3200010069575767E+008                  3.1844271759351127E+001                  6.4538949161833641E+005                  6.2088484384248394E+005                  1.6358944292647834E+005                  2.2726051788867329E+005                  1.1325797218849744E+004                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.5547352634025878E+014                               "r24.08.1"                               "gfortran"                                 "13.3.0"                    "x86_64-linux-24.7.1"                                 "CRMATH"                               "20250814"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       pp                                      cno                                tri_alpha 
                                       1                  4.0000000000000000E+001                  3.2808314678562809E+000                  3.5689703718950878E+000                 -9.1902646545069011E+000                  2.1839125960153880E+000                  6.9999999999999785E-001                  2.8000000000000230E-001                  1.9999999999999796E-002                  9.4620278119301843E-029                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       2                  3.9999999999960004E+001                  3.2808314678544632E+000                  3.5689703719859138E+000                 -9.1902646538712478E+000                  2.1839125967408597E+000                  6.9999999999999785E-001                  2.8000000000000230E-001                  1.9999999999999796E-002                  9.4620278257795925E-029                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       3                  3.9999999999810974E+001                  3.2808314678476900E+000                  3.5689703723327546E+000                 -9.1902646514438384E+000                  2.1839125995112640E+000                  6.9999999999999785E-001                  2.8000000000000230E-001                  1.9999999999999796E-002                  9.4620278786671683E-029                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       4                  3.9999999999238156E+001                  3.2808314678216512E+000                  3.5689703737570406E+000                 -9.1902646414757960E+000                  2.1839126108877935E+000                  6.9999999999999785E-001                  2.8000000000000230E-001                  1.9999999999999796E-002                  9.4620280958474713E-029                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       5                  3.9999999996846725E+001                  3.2808314677129493E+000                  3.5689703776013824E+000                 -9.1902646145707010E+000                  2.1839126415945991E+000                  6.9999999999999785E-001                  2.8000000000000225E-001                  1.9999999999999907E-002                  9.4620286820465336E-029                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       6                  3.9999999991237246E+001                  3.2808314674579688E+000                  3.5689703849186096E+000                 -9.1902645633601949E+000                  2.1839127000411813E+000                  6.9999999999999774E-001                  2.8000000000000230E-001                  2.0000000000000018E-002                  9.4620297978037787E-029                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       7                  3.9999999981617997E+001                  3.2808314670207226E+000                  3.5689703941624855E+000                 -9.1902644986658366E+000                  2.1839127738768958E+000                  6.9999999999999774E-001                  2.8000000000000230E-001                  2.0000000000000018E-002                  9.4620312073428163E-029                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       8                  3.9999999971998747E+001                  3.2808314665834768E+000                  3.5689704075337723E+000                 -9.1902644050853315E+000                  2.1839128806803974E+000                  6.9999999999999796E-001                  2.8000000000000225E-001                  1.9999999999999796E-002                  9.4620332462439447E-029                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       9                  3.9999999953789469E+001                  3.2808314657557687E+000                  3.5689704250324730E+000                 -9.1902642826187133E+000                  2.1839130204516488E+000                  6.9999999999999796E-001                  2.8000000000000225E-001                  1.9999999999999796E-002                  9.4620359145068108E-029                  0.0000000000000000E+000                  0.0000000000000000E+000 
